episode,step,time,label,x0,dx0,u0,x1,dx1,u1,x2,dx2,u2,x3,dx3,u3,x4,dx4,u4
0,0,0.0,intervene_x0,0.07562135271741323,-0.28551187823871294,0.0,-0.20909937659229896,0.09182557702980369,0.0,-0.1652254173567574,-0.31002169019004955,0.0,-0.9765869530559423,-0.22914066408005734,0.0,0.7198829530883608,-0.017610518262128234,0.0
0,1,0.05,intervene_x0,0.06706658816566373,-0.2829504521048789,0.0,-0.2061352119251479,0.10069998738950164,0.0,-0.17685746893262155,-0.31651861817163246,0.0,-0.9866379329109569,-0.2248169886970234,0.0,0.7162333129931342,-0.021336526446715763,0.0
0,2,0.1,intervene_x0,0.05780690281604996,-0.2799393075279515,0.0,-0.20265299528896857,0.11401293002192625,0.0,-0.19432751936149298,-0.32391217980771425,0.0,-1.0018395161226026,-0.22137145909678657,0.0,0.7174412770270027,-0.026725432052207836,0.0
0,3,0.15000000000000002,intervene_x0,0.043313947181065446,-0.27264129320531566,0.0,-0.19422590521804886,0.1283124739473272,0.0,-0.2135590568512319,-0.33345317118877815,0.0,-1.0122739498418827,-0.21588004899424754,0.0,0.7116436352072433,-0.03316201154497825,0.0
0,4,0.2,intervene_x0,0.033889207382650374,-0.2662540054286942,0.0,-0.18687010608577906,0.1393584380282938,0.0,-0.22857886036999417,-0.3397661395823599,0.0,-1.0210154327267438,-0.21037020157987682,0.0,0.7049317471292277,-0.03659189292904976,0.0
0,5,0.25,intervene_x0,0.024492412091936047,-0.25121006551773284,0.0,-0.16961867009265252,0.15744338938210117,0.0,-0.2537593798652898,-0.3470082756988432,0.0,-1.04018100014151,-0.20071664927168464,0.0,0.6955779954134536,-0.039334648244501606,0.0
0,6,0.30000000000000004,intervene_x0,0.016139203283319404,-0.243751305597244,0.0,-0.1611029223361771,0.1659379594939235,0.0,-0.26571808144653547,-0.3524010640939599,0.0,-1.0466046782435567,-0.19851780172963335,0.0,0.6946641220631048,-0.043691205966203926,0.0
0,7,0.35000000000000003,intervene_x0,0.0053718287297090574,-0.23721120323329942,0.0,-0.1536548268500966,0.17541407745419169,0.0,-0.27899583359517593,-0.3609556469093042,0.0,-1.0621791481389422,-0.19214788516207132,0.0,0.6903702676339031,-0.04850646654789356,0.0
0,8,0.4,intervene_x0,-0.005274037166462239,-0.2215422359313623,0.0,-0.13587701868514035,0.1905821714099008,0.0,-0.30086593651924315,-0.368287697397954,0.0,-1.0771818446927306,-0.18541628253490605,0.0,0.6851285083139882,-0.05301539089366479,0.0
0,9,0.45,intervene_x0,-0.011504787957339538,-0.2141524636601157,0.0,-0.12752293764910444,0.19874550615137015,0.0,-0.31265858629295606,-0.3744400465970031,0.0,-1.095815306407506,-0.18157907227472225,0.0,0.6881203544788074,-0.05720991635784896,0.0
0,10,0.5,intervene_x0,-0.01703807994069763,-0.21163304345890435,0.0,-0.12467899079054336,0.21157159279936938,0.0,-0.33061267919012644,-0.37655145674331736,0.0,-1.0988154718452694,-0.1795502818657902,0.0,0.6856994538724624,-0.05963115975460597,0.0
0,11,0.55,intervene_x0,-0.022621225002883945,-0.1916837475661299,0.0,-0.10222597658398916,0.2228864557168593,0.0,-0.3480705907543306,-0.3800365741786818,0.0,-1.1091948975082735,-0.17324175900539113,0.0,0.6788626350856345,-0.060950679363025555,0.0
0,12,0.6000000000000001,intervene_x0,-0.028965089373468016,-0.18262444799781963,0.0,-0.09206530412993481,0.2364049229970498,0.0,-0.36796615131723504,-0.3834664277024932,0.0,-1.118383284350618,-0.17067854880990002,0.0,0.6790644493804107,-0.06448902510584184,0.0
0,13,0.65,intervene_x0,-0.04342800983418356,-0.1788985047612658,0.0,-0.08789444043343511,0.25790895375312195,0.0,-0.3993088561881044,-0.38959280221083364,0.0,-1.1209238572941627,-0.168543072201625,0.0,0.6762089649230348,-0.07170425826287014,0.0
0,14,0.7000000000000001,intervene_x0,-0.04482233800663512,-0.16740914581962538,0.0,-0.075043774236331,0.2729968683294669,0.0,-0.422499273574642,-0.388738952797014,0.0,-1.1269613644102456,-0.16483230653816555,0.0,0.6722408099452053,-0.07145894900236413,0.0
0,15,0.75,intervene_x0,-0.05946372860748454,-0.15914318386874687,0.0,-0.06581926372711153,0.2796314034540051,0.0,-0.43310232462706977,-0.3980374568427427,0.0,-1.1334312267605362,-0.16219987710821282,0.0,0.670749795170238,-0.07911058582785642,0.0
0,16,0.8,intervene_x0,-0.06880364639252694,-0.1496934600089496,0.0,-0.05528629137324173,0.2893337670127272,0.0,-0.4485459183913522,-0.4036288263331593,0.0,-1.1420643528793153,-0.15581435749977285,0.0,0.6629987253201055,-0.08226106545396122,0.0
0,17,0.8500000000000001,intervene_x0,-0.07695896198972216,-0.14076593063322718,0.0,-0.04534763310621713,0.3013924904330908,0.0,-0.4677771305150546,-0.4068418958730306,0.0,-1.1442089326039588,-0.15103393422131506,0.0,0.6547052462166912,-0.08463005767398415,0.0
0,18,0.9,intervene_x0,-0.07685453849552959,-0.13022419733088736,0.0,-0.033616108327869876,0.31337227076959895,0.0,-0.4873521644950864,-0.40621264862762335,0.0,-1.1559425619415455,-0.14484731378540772,0.0,0.6493625675012203,-0.08323041515534405,0.0
0,19,0.9500000000000001,intervene_x0,-0.08312872629960333,-0.11808245695820388,0.0,-0.02012091952025706,0.32769593487198356,0.0,-0.5111772364043301,-0.4088840460175873,0.0,-1.1665743585841342,-0.137456050474982,0.0,0.6410952469971989,-0.08459024080813288,0.0
0,20,1.0,intervene_x0,-0.09688324911213567,1.2954920380236628,1.4,-0.005050970832045179,0.3383223418073138,0.0,-0.5296156476571589,-0.4156731960355035,0.0,-1.1689051514824194,-0.1362450275842701,0.0,0.6401012485995228,-0.09184609019629487,0.0
0,21,1.05,intervene_x0,-0.019821964599240405,1.3121122922122768,1.4,0.01345855443370972,0.35134845150742566,0.0,-0.5526809769285942,-0.3622377449803573,0.0,-1.1663592296765526,-0.13196737049652374,0.0,0.6302728536217376,-0.04718213472698003,0.0
0,22,1.1,intervene_x0,0.05062603805898453,1.323614397078339,1.4,0.026250253160457572,0.36039944808907537,0.0,-0.5690223058896046,-0.31683169186846705,0.0,-1.182799581962568,-0.12807952301773845,0.0,0.6324101154236417,-0.00899137380049728,0.0
0,23,1.1500000000000001,intervene_x0,0.11601551983654367,1.3354052347642704,1.4,0.03943181820629029,0.36410291865372146,0.0,-0.5764717952892171,-0.27399838891075745,0.0,-1.1853767846946244,-0.12717803810278627,0.0,0.6321895859125136,0.02676662351663607,0.0
0,24,1.2000000000000002,intervene_x0,0.17905856463080655,1.351382591417156,1.4,0.0574201511881676,0.3716076883226853,0.0,-0.5909913585495309,-0.23228538702921625,0.0,-1.1881118041320582,-0.12907722862448107,0.0,0.6375182929941444,0.059360552224071494,0.0
0,25,1.25,intervene_x0,0.24328891230285069,1.3652124081154478,1.4,0.07325368280051661,0.3789498227567237,0.0,-0.6052659545398847,-0.19233943126465144,0.0,-1.2013122517945716,-0.12501430943061675,0.0,0.637528446190892,0.09314491537403802,0.0
0,26,1.3,intervene_x0,0.3110874923825911,1.3845803753386678,1.4,0.095655933661381,0.3795135022193492,0.0,-0.6082810286562834,-0.15261918662327956,0.0,-1.211604696653899,-0.12559405043202554,0.0,0.6449405746190003,0.12584883753776,0.0
0,27,1.35,intervene_x0,0.37809422702099676,1.409688325910799,1.4,0.1250075476539254,0.38242482613108864,0.0,-0.6161556057105759,-0.1132798208228748,0.0,-1.215373764323457,-0.1252336451439361,0.0,0.6465522057301992,0.15823922561985765,0.0
