step,time,x0,dx0,u0,x1,dx1,u1,x2,dx2,u2,x3,dx3,u3,x4,dx4,u4
47,2.35,0.0483121928489328,0.19354037601154606,0.0,0.33852755048906824,-0.1579508607746915,0.0,0.17598541657320782,0.7748776054397103,1.2,-1.3640125707323791,-0.07825113417207215,0.0,0.5594788711099069,0.007468906672330066,0.0
48,2.4000000000000004,0.057989211649510104,0.18716907642831115,0.0,0.33063000745033366,-0.18649378060593652,0.0,0.21472929684519335,0.7766414459964301,1.2,-1.3679251274409827,-0.07717628374823256,0.0,0.5598523164435234,0.012687265408582601,0.0
49,2.45,0.06734766547092566,0.17960449750238455,0.0,0.32130531842003685,-0.21453048102210737,0.0,0.25356136914501487,0.7781118458172277,1.2,-1.3717839416283943,-0.07625986834663252,0.0,0.5604866797139525,0.017663085498358103,0.0
50,2.5,0.07632789034604488,0.17084791014100936,0.0,0.3105787943689315,-0.24197835517131167,0.0,0.29246696143587625,-0.4207476649426492,0.0,-1.375596935045726,-0.07549243955256332,0.0,0.5613698339888704,0.022366291359447333,0.0
51,2.5500000000000003,0.08487028585309535,0.16090262177706816,0.0,0.2984798766103659,-0.2259468059065584,0.0,0.2714295781887438,-0.413343985413671,0.0,-1.3793715570233542,-0.07486376688774445,0.0,0.5624881485568428,0.026767518590883152,0.0
52,2.6,0.09291541694194876,0.15155155299796108,0.0,0.287182536315038,-0.21008067190658103,0.0,0.25076237891806025,-0.4063319672619808,0.0,-1.3831147453677415,-0.07436289477704436,0.0,0.5638265244863869,0.03083817288056359,0.0
53,2.6500000000000004,0.10049299459184681,0.1428025096538571,0.0,0.27667850271970895,-0.19438196415495335,0.0,0.2304457805549612,-0.39968687008580434,0.0,-1.3868328901065936,-0.07397820184760517,0.0,0.5653684331304151,0.034598864680491254,0.0
54,2.7,0.10763312007453966,0.13466150338599478,0.0,0.26695940451196126,-0.17885253451396754,0.0,0.210461437050671,-0.393384044567202,0.0,-1.390531800198974,-0.07369878775640776,0.0,0.5670983763644396,0.03807019170659187,0.0
55,2.75,0.1143661952438394,0.12713288636582437,0.0,0.25801677778626286,-0.16349415378835963,0.0,0.1907922348223109,-0.3873989980439445,0.0,-1.3942167395867944,-0.07351447582004152,0.0,0.5690018859497692,0.04127266141811871,0.0
56,2.8000000000000003,0.12072283956213062,0.12021948074960231,0.0,0.2498420700968449,-0.1483085824818873,0.0,0.17142228492011366,-0.3817074502466905,0.0,-1.3978924633777965,-0.07341581037199237,0.0,0.5710655190206751,0.04422662476767389,0.0
57,2.85,0.12673381359961072,0.11392270111206877,0.0,0.24242664097275052,-0.13329763397954913,0.0,0.15233691240777913,-0.37628538047874205,0.0,-1.401563253896396,-0.0733940495890197,0.0,0.5732768502590588,0.04695221987692264,0.0
58,2.9000000000000004,0.13242994865521415,0.10824266854554404,0.0,0.23576175927377307,-0.11846323004043674,0.0,0.13352264338384204,-0.3711090674956858,0.0,-1.405232956375847,-0.07344115445600011,0.0,0.575624461252905,0.0494693243284611,0.0
59,2.95,0.13784208208249135,0.10317831548843086,0.0,0.22983859777175125,-0.10380744860857474,0.0,0.11496719000905775,-0.36615512329275257,0.0,-1.408905014098647,-0.07354977446729813,0.0,0.5780979274693281,0.05179751482534146,0.0
60,3.0,0.1430009978569129,0.09872748067958197,0.0,0.2246482253413225,-0.08933256404647014,0.0,0.09665943384442012,-0.36140052193743255,0.0,-1.4125825028220118,-0.07371323059376861,0.0,0.5806878032105952,0.05395603304837139,0.0
61,3.0500000000000003,0.14793737189089198,0.09488699392381504,0.0,0.22018159713899899,-0.07504107997297026,0.0,0.0785894077475485,-0.35682262450090085,0.0,-1.4162681643517003,-0.07392549597892853,0.0,0.5833856048630138,0.05596375663088109,0.0
62,3.1,0.15268172158708274,0.09165275060173525,0.0,0.21642954314035048,-0.06093575494748578,0.0,0.06074827652250345,-0.3523992010498495,0.0,-1.4199644391506467,-0.07418117476638166,0.0,0.5861837926945579,0.05783917426592424,0.0
63,3.1500000000000004,0.1572643591171695,0.08901977606735231,0.0,0.2133827553929762,-0.04701962129020364,0.0,0.043128316470010974,-0.3481084505648355,0.0,-1.4236734978889658,-0.07447547940363557,0.0,0.5890757514078541,0.059600364057791615,0.0
64,3.2,0.1617153479205371,0.0869822802535101,0.0,0.211031774328466,-0.03329599736555655,0.0,0.025722893941769197,-0.3439290195555749,0.0,-1.4273972718591477,-0.07480420671523998,0.0,0.5920557696107437,0.06126497432523405,0.0
65,3.25,0.16606446193321261,0.085533702951712,0.0,0.20936697446018818,-0.019768493686349264,0.0,0.008526442963990452,-0.33984002005016434,0.0,-1.4311374821949097,-0.07516371299073484,0.0,0.5951190183270054,0.06285020615576262,0.0
66,3.3000000000000003,0.17034114708079823,0.0846667503532258,0.0,0.20837854977587073,-0.006441013220437851,0.0,-0.008465558038517767,-0.33582104754563175,0.0,-1.4348956678444464,-0.07555088829017233,0.0,0.5982615286347935,0.06437279709738612,0.0
67,3.35,0.1745744845984595,0.08437342353581005,0.0,0.20805649911484883,0.006682253697884371,0.0,-0.025256610415799356,-0.33185219942251964,0.0,-1.4386732122589552,-0.07596313013180907,0.0,0.6014801684896628,0.06584900545531323,0.0
68,3.4000000000000004,0.17879315577525,0.08464503965807696,0.0,0.20839061179974305,0.019596839432664954,0.0,-0.04184922038692534,-0.32791409424691453,0.0,-1.4424713687655457,-0.07639831669278001,0.0,0.6047726187624285,0.06729459473611893,0.0
69,3.45,0.18302540775815385,0.08547224668401758,0.0,0.2093704537713763,0.03229801365381936,0.0,-0.05824492509927107,-0.32398789230956493,0.0,-1.4462912846001847,-0.07685477962392871,0.0,0.6081373484992344,0.0687248178506451,0.0
70,3.5,0.18729902009235472,0.08684503250574621,0.0,0.21098535445406727,0.04478080204211606,0.0,-0.07444431971474931,-0.3200553176833075,0.0,-1.450134023581381,-0.07733127655427897,0.0,0.6115735893917666,0.07015440074975463,0.0
71,3.5500000000000003,0.19164127171764203,0.0887527293648048,0.0,0.21322439455617306,0.05704000863682712,0.0,-0.09044708559891469,-0.31609868201653835,0.0,-1.454000587409095,-0.07782696333864694,0.0,0.6150813094292544,0.07159752522448753,0.0
72,3.6,0.19607890818588228,0.09118401449271892,0.0,0.21607639498801443,0.06907024136427344,0.0,-0.10625201969974161,-0.31210091022134656,0.0,-1.4578919355760274,-0.078341366083437,0.0,0.6186611856904788,0.07306781065482554,0.0
73,3.6500000000000004,0.20063810891051823,0.0941269079008521,0.0,0.2195299070562281,0.08086594028131357,0.0,-0.12185706521080894,-0.3080455681594953,0.0,-1.4618090038801992,-0.0788743529705329,0.0,0.6223145762232201,0.07457829453992798,0.0
74,3.7,0.20534445430556084,0.09756876824856899,0.0,0.22357320407029377,0.09242140806678828,0.0,-0.1372593436187837,-0.303916892376918,0.0,-1.4657527215287258,-0.07942610588725374,0.0,0.6260434909502165,0.07614141168819041,0.0
75,3.75,0.21022289271798927,0.10149628770762885,0.0,0.2281942744736332,0.10373084229640855,0.0,-0.1524551882376296,-0.29969982188701644,0.0,-1.4697240268230884,-0.07999709186145032,0.0,0.629850561534626,0.07776897198867257,0.0
76,3.8000000000000003,0.2152977071033707,0.10589548671973253,0.0,0.2333808165884536,0.11478836904290536,0.0,-0.1674401793319804,-0.295380031953991,0.0,-1.473723881416161,-0.08058803429487253,0.0,0.6337390101340596,0.07947213672722016,0.0
77,3.85,0.22059248143935734,0.11075170951323729,0.0,0.23912023504059887,0.12558807735373467,0.0,-0.18220918092967997,-0.2909439697789395,0.0,-1.4777532831309046,-0.08119988398486531,0.0,0.6377126169704207,0.08126139345182615,0.0
78,3.9000000000000004,0.2261300669150192,0.11604962120419482,0.0,0.24539963890828562,0.13612405417343976,0.0,-0.19675637941862695,-0.28637889194281696,0.0,-1.4818132773301478,-0.08183378992418491,0.0,0.641775686643012,0.0831465294332453,0.0
79,3.95,0.23193254797522894,0.12177320725600828,0.0,0.2522058416169576,0.1463904192969984,0.0,-0.21107532401576778,-0.2816729034109093,0.0,-1.485904966826357,-0.08249106987123105,0.0,0.6459330131146742,0.085136603809322,0.0
80,4.0,0.23802120833802937,0.12790577601119563,0.0,0.25952536258180753,0.15638135996407548,0.0,-0.22515896918631326,-0.27681499785275165,0.0,-1.4900295203199185,-0.08317318068821812,0.0,0.6501898433051403,0.08723991854553878,0.0
81,4.05,0.24441649713858915,0.1344299649381627,0.0,0.2673444305800113,0.1660911647318668,0.0,-0.23899971907895085,-0.2717950989790234,0.0,-1.4941881793543295,-0.08388168845273965,0.0,0.6545518392324172,0.08946398839042542,0.0
82,4.1000000000000005,0.2511379953854973,0.14132775115592197,0.0,0.2756489888166046,0.1755142562958369,0.0,-0.252589474027902,-0.26660410254270944,0.0,-1.4983822637769664,-0.08461823835875229,0.0,0.6590250386519385,0.09181551005300694,0.0
83,4.15,0.2582043829432934,0.14858046671095299,0.0,0.28442470163139644,0.1846452229626523,0.0,-0.26591967915503745,-0.26123391859575235,0.0,-1.502613175694904,-0.08538452443617944,0.0,0.6636158141545888,0.09430033088052826,0.0
84,4.2,0.265633406278841,0.15616881898379537,0.0,0.2936569627795291,0.19347884851741617,0.0,-0.27898137508482507,-0.25567751353479923,0.0,-1.5068824019167129,-0.08618225913400361,0.0,0.6683308306986152,0.09692341736816401,0.0
85,4.25,0.2734418472280308,0.16407291649967828,0.0,0.3033309052053999,0.20201014026722766,0.0,-0.291765250761565,-0.2499289514110374,0.0,-1.511191514873413,-0.08701314282976166,0.0,0.6731770015670234,0.09968882388792259,0.0
86,4.3,0.2816454930530147,0.17227230030900967,0.0,0.3134314122187613,0.21023435508436222,0.0,-0.30426169833211686,-0.24398343392034294,0.0,-1.5155421720149012,-0.08787883334859016,0.0,0.6781614427614195,0.10259966208082734,0.0
87,4.3500000000000005,0.29025910806846517,0.18074598099163683,0.0,0.3239431299729794,0.21814702331416885,0.0,-0.316460870028134,-0.23783733843223798,0.0,-1.5199361136823306,-0.08878091559714567,0.0,0.6832914258654609,0.10565807141372496,0.0
88,4.4,0.299296407118047,0.18947248122546717,0.0,0.33485048113868787,0.2257439704542705,0.0,-0.32835273694974587,-0.23148825336095089,0.0,-1.524375159462188,-0.08972087144152181,0.0,0.6885743294361472,0.10886519145844294,0.0
89,4.45,0.30877003117932034,0.19842988374751613,0.0,0.3461376796614014,0.23302133655198443,0.0,-0.3399271496177934,-0.22493501013105538,0.0,-1.528861203034264,-0.09070004998328807,0.0,0.6940175890090693,0.11222113650486977,0.0
90,4.5,0.31869152536669615,0.20759588442608956,0.0,0.3577887464890006,0.2399755933052419,0.0,-0.3511739001243462,-0.21817771094586386,0.0,-1.5333962055334285,-0.0917196384134809,0.0,0.6996286458343128,0.11572497316893847,0.0
91,4.55,0.3290713195880006,0.21694785005903397,0.0,0.3697875261542627,0.24660355888792734,0.0,-0.3620827856716394,-0.2112177515314107,0.0,-1.5379821874541024,-0.09278063365017415,0.0,0.7054148944927597,0.1193747016992454,0.0
92,4.6000000000000005,0.3399187120909523,0.22646288041719667,0.0,0.3821177040986591,0.25290241055280244,0.0,-0.3726436732482099,-0.2040578380050989,0.0,-1.542621219136611,-0.09388381499043345,0.0,0.711383629577722,0.12316724171968362,0.0
93,4.65,0.35124185611181213,0.23611787396673065,0.0,0.3947628246262992,0.25886969509345775,0.0,-0.3828465651484648,-0.19670199700869717,0.0,-1.5473154098861328,-0.09502971803119803,0.0,0.7175419916637062,0.12709842316741266,0.0
94,4.7,0.36304774981014865,0.2458895966307472,0.0,0.4077063093809721,0.2645033372705964,0.0,-0.39268166499889967,-0.18915557825314158,0.0,-1.5520668957876926,-0.09621861013503963,0.0,0.7238969128220769,0.1311629831930462,0.0
95,4.75,0.375342229641686,0.2557547528918684,0.0,0.4209314762445019,0.2698016463270695,0.0,-0.40213944391155676,-0.18142524865022952,0.0,-1.5568778262944447,-0.0974504677348297,0.0,0.7304550619817293,0.13535456978047936,0.0
96,4.800000000000001,0.3881299672862794,0.2656900584939093,0.0,0.43442155856085535,0.2747633207302768,0.0,-0.41121070634406826,-0.1735189772562244,0.0,-1.5617503496811862,-0.0987249557850858,0.0,0.7372227904707532,0.13966575281484708,0.0
97,4.8500000000000005,0.40141447021097487,0.27567231397423414,0.0,0.4481597245973692,0.27938745128975556,0.0,-0.41988665520687946,-0.16544601032665163,0.0,-1.5666865974704405,-0.10004140967609558,0.0,0.7442060781114956,0.14408804327657543,0.0
98,4.9,0.4151980859096866,0.2856784782488148,0.0,0.46212909716185696,0.2836735228021126,0.0,-0.42815895572321205,-0.15721683588158109,0.0,-1.5716886679542452,-0.10139881992882474,0.0,0.7514104802753244,0.1486119211657116,0.0
99,4.95,0.42948200982212736,0.2956857414797011,0.0,0.4763127733019626,0.28762141437511535,0.0,-0.4360197975172911,-0.14884313730712118,0.0,-1.5767586089506864,-0.10279581998311588,0.0,0.75884107633361,0.1532268726627109,0.0
